"";"param1_value";"param2_value";"final_prevalenceA";"final_prevalenceC";"final_prevalenceH";"total_spillovers";"final_hunters";"final_animals";"final_Ianimals";"param1_name";"param2_name"
"Sh...104";0,294871794871795;0,0307692307692308;5,84838228711146e-06;0,019296409084845;0,979358525456083;2,06414745439179;97,9358525456082;617,905504784826;0,00361376874399336;"h";"lambda_base"
"Sh...105";0,307692307692308;0,0307692307692308;4,22622708522251e-06;0,0197510142316893;0,97922595699497;2,07740430050291;97,9225956994971;596,95158740343;0,00252286362944555;"h";"lambda_base"
"Sh...106";0,32051282051282;0,0307692307692308;3,0572675079841e-06;0,0202005246869439;0,979086155849708;2,09138441502911;97,9086155849709;576,057394126865;0,00176116693815651;"h";"lambda_base"
"Sh...107";0,333333333333333;0,0307692307692308;2,2143002770698e-06;0,0206455286376845;0,978939336554424;2,10606634455806;97,8939336554419;555,2113767645;0,00122940742767915;"h";"lambda_base"
"Sh...108";0,346153846153846;0,0307692307692308;1,60572130880392e-06;0,021086425707634;0,978786092754743;2,12139072452572;97,8786092754743;534,423817434407;0,000858137089515773;"h";"lambda_base"
"Sh...109";0,358974358974359;0,0307692307692308;1,16603994474699e-06;0,0215236765381893;0,978627277104437;2,13727228955631;97,8627277104437;513,708020253831;0,000599004770016351;"h";"lambda_base"
"Sh...110";0,371794871794872;0,0307692307692308;8,47935616960462e-07;0,021957588366701;0,97846316444469;2,15368355553105;97,846316444469;493,064709600864;0,000418087483248108;"h";"lambda_base"
"Sh...111";0,384615384615385;0,0307692307692308;6,17609822932811e-07;0,0223886233461362;0,97829419022162;2,17058097783786;97,8294190221621;472,483200214131;0,000291810445847975;"h";"lambda_base"
"Sh...112";0,397435897435897;0,0307692307692308;4,50591054720283e-07;0,0228170006378452;0,978120785366776;2,18792146332218;97,8120785366778;451,993824370577;0,000203664465819579;"h";"lambda_base"
"Sh...113";0,41025641025641;0,0307692307692308;3,2934377854239e-07;0,023243001057698;0,977942987814281;2,205701218572;97,794298781428;431,587564542662;0,000142140726091552;"h";"lambda_base"
"Sh...114";0,423076923076923;0,0307692307692308;2,4121005609071e-07;0,0236668158141817;0,977761589228829;2,22384107711684;97,7761589228832;411,267567547383;9,92018969648894e-05;"h";"lambda_base"
"Sh...115";0,435897435897436;0,0307692307692308;1,77036740174185e-07;0,0240887191466794;0,977576429262602;2,24235707373977;97,7576429262602;391,051011796912;6,92304086266681e-05;"h";"lambda_base"
"Sh...116";0,448717948717949;0,0307692307692308;1,30241239152014e-07;0,024509069853521;0,977387653607405;2,26123463925937;97,7387653607406;370,953007888156;4,83133857069154e-05;"h";"lambda_base"
"Sh...117";0,461538461538462;0,0307692307692308;9,60684342933759e-08;0,0249274528324195;0,977196355798085;2,28036442019129;97,7196355798087;350,966083450607;3,37167653662949e-05;"h";"lambda_base"
"Sh...118";0,474358974358974;0,0307692307692308;7,10642562161948e-08;0,0253447390173603;0,977001439372774;2,2998560627226;97,7001439372774;331,10402631683;2,35296630325109e-05;"h";"lambda_base"
"Sh...119";0,487179487179487;0,0307692307692308;5,27329384731123e-08;0,0257605484230077;0,976804239102909;2,31957608970902;97,680423910291;311,386230343018;1,64203117919441e-05;"h";"lambda_base"
"Sh...120";0,5;0,0307692307692308;3,92636191790099e-08;0,0261752542897983;0,976604130737378;2,3395869262623;97,6604130737377;291,828834811864;1,14582566853998e-05;"h";"lambda_base"
"Sh...121";0;0,0461538461538461;0,0467820477018262;0;0,957761947351829;4,22380526481712;95,7761947351829;1037,85099509453;50,9356696890159;"h";"lambda_base"
"Sh...122";0,0128205128205128;0,0461538461538461;0,0343395847662747;0,00376702050501147;0,960378499784701;3,96215002152979;96,0378499784702;1033,9867234906;36,7693178454604;"h";"lambda_base"
"Sh...123";0,0256410256410256;0,0461538461538461;0,0250807185318929;0,00667882806550501;0,962688207311583;3,73117926884196;96,268820731158;1025,7892984669;26,3893977244288;"h";"lambda_base"
"Sh...124";0,0384615384615385;0,0461538461538461;0,0182451729007708;0,00895476526328191;0,964704756178857;3,52952438211412;96,4704756178859;1014,25752335784;18,8492109931851;"h";"lambda_base"
"Sh...125";0,0512820512820513;0,0461538461538461;0,0132307885383993;0,0107592270076006;0,966450862092155;3,35491379078428;96,6450862092157;1000,23065188595;13,4112820819838;"h";"lambda_base"
"Sh...126";0,0641025641025641;0,0461538461538461;0,00957079626202904;0,0122149674028564;0,967952457072531;3,20475429274688;96,7952457072531;984,311521806749;9,51167937902655;"h";"lambda_base"
"Sh...127";0,0769230769230769;0,0461538461538461;0,00690990669964478;0,0134128441410508;0,969236441211721;3,07635587882822;96,9236441211718;966,999623647783;6,72836958406441;"h";"lambda_base"
"Sh...128";0,0897435897435897;0,0461538461538461;0,00498159174475113;0,0144200061975045;0,970329777760151;2,96702222398491;97,0329777760151;948,643984532657;4,7494166970662;"h";"lambda_base"
"Sh...129";0,102564102564103;0,0461538461538461;0,00358747257979208;0,0152858702915595;0,971256607627295;2,87433923727038;97,1256607627296;929,52999085892;3,34666943914733;"h";"lambda_base"
"Sh...130";0,115384615384615;0,0461538461538461;0,00258151339694499;0,0160469053320732;0,972038473447254;2,79615265527447;97,2038473447255;909,850922205813;2,35487147716344;"h";"lambda_base"
"Sh...131";0,128205128205128;0,0461538461538461;0,00185659118479342;0,0167298795979756;0,972695236236287;2,73047637637157;97,2695236236284;889,755917097729;1,65498562402195;"h";"lambda_base"
"Sh...132";0,141025641025641;0,0461538461538461;0,00133479242803845;0,0173543725871585;0,973244303331781;2,6755696668218;97,3244303331782;869,360214484788;1,16196641550523;"h";"lambda_base"
"Sh...133";0,153846153846154;0,0461538461538461;0,000959510821953298;0,0179348851078803;0,973700344819802;2,62996551801992;97,3700344819801;848,743351595507;0,815160586321006;"h";"lambda_base"
"Sh...134";0,166666666666667;0,0461538461538461;0,000689732217208667;0,0184822068249503;0,974075692696009;2,5924307303993;97,4075692696007;827,970412865234;0,571472031319948;"h";"lambda_base"
"Sh...135";0,179487179487179;0,0461538461538461;0,000495853864846172;0,019004272898367;0,974381875528107;2,56181244718917;97,4381875528108;807,079204852983;0,400391878823895;"h";"lambda_base"
"Sh...136";0,192307692307692;0,0461538461538461;0,000356559465127495;0,019506880250594;0,974628122884883;2,53718771151139;97,4628122884886;786,113250676549;0,28039609807362;"h";"lambda_base"
"Sh...137";0,205128205128205;0,0461538461538461;0,000256475276648528;0,0199944403633738;0,974822040574493;2,51779594255038;97,4822040574496;765,098883052203;0,196279288479106;"h";"lambda_base"
"Sh...138";0,217948717948718;0,0461538461538461;0,000184565909325518;0,0204702890969777;0,974970796906196;2,50292030938056;97,4970796906194;744,050312361043;0,137351672921262;"h";"lambda_base"
"Sh...139";0,230769230769231;0,0461538461538461;0,000132877466977542;0,0209370635972388;0,975079742461295;2,49202575387066;97,5079742461293;722,991642012693;0,0960820651780237;"h";"lambda_base"
"Sh...140";0,243589743589744;0,0461538461538461;9,57226832245419e-05;0,0213964826385277;0,975154293887466;2,48457061125352;97,5154293887465;701,930789848201;0,0671971309318696;"h";"lambda_base"
"Sh...141";0,256410256410256;0,0461538461538461;6,90001483228438e-05;0,021849974910411;0,975198228184432;2,48017718155702;97,519822818443;680,865840014437;0,0469830857888419;"h";"lambda_base"
"Sh...142";0,269230769230769;0,0461538461538461;4,97745226483419e-05;0,0222987987329536;0,97521569353045;2,4784306469552;97,5215693530448;659,834038337791;0,0328445591076425;"h";"lambda_base"
"Sh...143";0,282051282051282;0,0461538461538461;3,59336124689843e-05;0,0227438574279724;0,975208866628493;2,47911333715065;97,5208866628493;638,821172613289;0,0229559773448618;"h";"lambda_base"
"Sh...144";0,294871794871795;0,0461538461538461;2,5964566484568e-05;0,0231857675099807;0,975181413983913;2,48185860160854;97,5181413983915;617,838188340238;0,0160423172496779;"h";"lambda_base"
"Sh...145";0,307692307692308;0,0461538461538461;1,87782910204858e-05;0,0236251061891584;0,975135199971086;2,48648000289155;97,5135199971084;596,903504482191;0,0112090382048959;"h";"lambda_base"
"Sh...146";0,32051282051282;0,0461538461538461;1,35955145808431e-05;0,0240623017515864;0,975071790865418;2,49282091345806;97,5071790865419;576,013136608219;0,00783130146808753;"h";"lambda_base"
"Sh...147";0,333333333333333;0,0461538461538461;9,85383620579161e-06;0,0244977850552107;0,974993570078829;2,50064299211729;97,4993570078827;555,179301074146;0,00547069980501031;"h";"lambda_base"
"Sh...148";0,346153846153846;0,0461538461538461;7,15067102593198e-06;0,0249318048018405;0,974901627552463;2,50983724475375;97,4901627552462;534,401508959655;0,00382135671159685;"h";"lambda_base"
